"sid","cid","pid","vid","county_name","precinct_id","vote_type","county_fips","precinct_geo_id","precinct_name"
1,1,1,1,"01","Aurora","electionday","unknown","unknown","unknown"
1,1,2,1,"01","Fairbanks No. 1","electionday","unknown","unknown","unknown"
1,1,3,1,"01","Fairbanks No. 10","electionday","unknown","unknown","unknown"
1,1,4,1,"01","Fairbanks No. 2","electionday","unknown","unknown","unknown"
1,1,5,1,"01","Fairbanks No. 3","electionday","unknown","unknown","unknown"
1,1,6,1,"01","Fairbanks No. 4","electionday","unknown","unknown","unknown"
1,1,7,1,"01","Fairbanks No. 5","electionday","unknown","unknown","unknown"
1,1,8,1,"01","Fairbanks No. 6","electionday","unknown","unknown","unknown"
1,1,9,1,"01","Fairbanks No. 7","electionday","unknown","unknown","unknown"
1,2,10,1,"02","Badger No. 2","electionday","unknown","unknown","unknown"
1,2,11,1,"02","Fairbanks No. 8","electionday","unknown","unknown","unknown"
1,2,12,1,"02","Fairbanks No. 9","electionday","unknown","unknown","unknown"
1,2,13,1,"02","Fort Wainwright","electionday","unknown","unknown","unknown"
1,3,14,1,"03","Badger No. 1","electionday","unknown","unknown","unknown"
1,3,15,1,"03","Chena Lakes","electionday","unknown","unknown","unknown"
1,3,16,1,"03","Newby","electionday","unknown","unknown","unknown"
1,3,17,1,"03","North Pole","electionday","unknown","unknown","unknown"
1,3,18,1,"03","Plack","electionday","unknown","unknown","unknown"
1,4,19,1,"04","Ester","electionday","unknown","unknown","unknown"
1,4,20,1,"04","Farmers Loop","electionday","unknown","unknown","unknown"
1,4,21,1,"04","Goldstream No. 1","electionday","unknown","unknown","unknown"
1,4,22,1,"04","Goldstream No. 2","electionday","unknown","unknown","unknown"
1,4,23,1,"04","Steese East-Gilmore","electionday","unknown","unknown","unknown"
1,4,24,1,"04","Steese West","electionday","unknown","unknown","unknown"
1,4,25,1,"04","University Hills","electionday","unknown","unknown","unknown"
1,5,26,1,"05","Airport","electionday","unknown","unknown","unknown"
1,5,27,1,"05","Chena","electionday","unknown","unknown","unknown"
1,5,28,1,"05","Geist","electionday","unknown","unknown","unknown"
1,5,29,1,"05","Lakeview","electionday","unknown","unknown","unknown"
1,5,30,1,"05","Pike","electionday","unknown","unknown","unknown"
1,5,31,1,"05","Richardson","electionday","unknown","unknown","unknown"
1,5,32,1,"05","Shanly","electionday","unknown","unknown","unknown"
1,5,33,1,"05","University Campus","electionday","unknown","unknown","unknown"
1,5,34,1,"05","University West","electionday","unknown","unknown","unknown"
1,6,35,1,"06","Anderson","electionday","unknown","unknown","unknown"
1,6,36,1,"06","Arctic Village","electionday","unknown","unknown","unknown"
1,6,37,1,"06","Beaver","electionday","unknown","unknown","unknown"
1,6,38,1,"06","Cantwell","electionday","unknown","unknown","unknown"
1,6,39,1,"06","Central","electionday","unknown","unknown","unknown"
1,6,40,1,"06","Chistochina","electionday","unknown","unknown","unknown"
1,6,41,1,"06","Circle","electionday","unknown","unknown","unknown"
1,6,42,1,"06","Clear","electionday","unknown","unknown","unknown"
1,6,43,1,"06","Copper Center","electionday","unknown","unknown","unknown"
1,6,44,1,"06","Denali Park","electionday","unknown","unknown","unknown"
1,6,45,1,"06","Dot Lake","electionday","unknown","unknown","unknown"
1,6,46,1,"06","Eagle","electionday","unknown","unknown","unknown"
1,6,47,1,"06","Eielson","electionday","unknown","unknown","unknown"
1,6,48,1,"06","Fort Yukon","electionday","unknown","unknown","unknown"
1,6,49,1,"06","Fox","electionday","unknown","unknown","unknown"
1,6,50,1,"06","Gakona","electionday","unknown","unknown","unknown"
1,6,51,1,"06","Healy","electionday","unknown","unknown","unknown"
1,6,52,1,"06","Kenny Lake","electionday","unknown","unknown","unknown"
1,6,53,1,"06","Manley Hot Springs","electionday","unknown","unknown","unknown"
1,6,54,1,"06","Mentasta","electionday","unknown","unknown","unknown"
1,6,55,1,"06","Minto","electionday","unknown","unknown","unknown"
1,6,56,1,"06","Moose Creek","electionday","unknown","unknown","unknown"
1,6,57,1,"06","Nenana","electionday","unknown","unknown","unknown"
1,6,58,1,"06","Northway","electionday","unknown","unknown","unknown"
1,6,59,1,"06","Salcha","electionday","unknown","unknown","unknown"
1,6,60,1,"06","Steele Creek","electionday","unknown","unknown","unknown"
1,6,61,1,"06","Stevens Village","electionday","unknown","unknown","unknown"
1,6,62,1,"06","Tanacross","electionday","unknown","unknown","unknown"
1,6,63,1,"06","Tanana","electionday","unknown","unknown","unknown"
1,6,64,1,"06","Tetlin","electionday","unknown","unknown","unknown"
1,6,65,1,"06","Tok","electionday","unknown","unknown","unknown"
1,6,66,1,"06","Two Rivers","electionday","unknown","unknown","unknown"
1,6,67,1,"06","Venetie","electionday","unknown","unknown","unknown"
1,7,68,1,"07","Foothills","electionday","unknown","unknown","unknown"
1,7,69,1,"07","Lakes No. 1","electionday","unknown","unknown","unknown"
1,7,70,1,"07","Pioneer Peak","electionday","unknown","unknown","unknown"
1,7,71,1,"07","Schrock","electionday","unknown","unknown","unknown"
1,7,72,1,"07","Wasilla Lake","electionday","unknown","unknown","unknown"
1,7,73,1,"07","Wasilla No. 1","electionday","unknown","unknown","unknown"
1,7,74,1,"07","Wasilla No. 2","electionday","unknown","unknown","unknown"
1,8,75,1,"08","Big Lake","electionday","unknown","unknown","unknown"
1,8,76,1,"08","Knik Goose Bay No. 1","electionday","unknown","unknown","unknown"
1,8,77,1,"08","Knik Goose Bay No. 2","electionday","unknown","unknown","unknown"
1,8,78,1,"08","Knik Goose Bay No. 3","electionday","unknown","unknown","unknown"
1,8,79,1,"08","Meadow Lakes No. 1","electionday","unknown","unknown","unknown"
1,8,80,1,"08","Meadow Lakes No. 2","electionday","unknown","unknown","unknown"
1,9,81,1,"09","Big Delta","electionday","unknown","unknown","unknown"
1,9,82,1,"09","Delta Junction","electionday","unknown","unknown","unknown"
1,9,83,1,"09","Farm Loop","electionday","unknown","unknown","unknown"
1,9,84,1,"09","Fishhook","electionday","unknown","unknown","unknown"
1,9,85,1,"09","Glennallen","electionday","unknown","unknown","unknown"
1,9,86,1,"09","Sheep Mountain","electionday","unknown","unknown","unknown"
1,9,87,1,"09","Sutton","electionday","unknown","unknown","unknown"
1,9,88,1,"09","Valdez No. 1","electionday","unknown","unknown","unknown"
1,9,89,1,"09","Valdez No. 2","electionday","unknown","unknown","unknown"
1,9,90,1,"09","Valdez No. 3","electionday","unknown","unknown","unknown"
1,9,91,1,"09","Whittier","electionday","unknown","unknown","unknown"
1,10,92,2,"1","DISTRICT","absentee","unknown","unknown","unknown"
1,10,92,3,"1","DISTRICT","early","unknown","unknown","unknown"
1,10,92,4,"1","DISTRICT","provisional","unknown","unknown","unknown"
1,11,93,1,"10","Church","electionday","unknown","unknown","unknown"
1,11,94,2,"10","DISTRICT","absentee","unknown","unknown","unknown"
1,11,94,3,"10","DISTRICT","early","unknown","unknown","unknown"
1,11,94,4,"10","DISTRICT","provisional","unknown","unknown","unknown"
1,11,95,1,"10","Houston","electionday","unknown","unknown","unknown"
1,11,96,1,"10","Kings Lake","electionday","unknown","unknown","unknown"
1,11,97,1,"10","Lakes No. 2","electionday","unknown","unknown","unknown"
1,11,98,1,"10","Meadow Lakes No. 3","electionday","unknown","unknown","unknown"
1,11,99,1,"10","Meadow Lakes No. 4","electionday","unknown","unknown","unknown"
1,11,100,1,"10","Susitna","electionday","unknown","unknown","unknown"
