"sid","cid","pid","county_name","precinct_id","county_fips","precinct_geo_id","precinct_name"
5,2,3112,"ALLEGHENY","ALEPPO","42003","42003-ALEPPO 01","ALEPPO"
5,2,3113,"ALLEGHENY","ASPINWALL DIST 1","42003","42003-ASPINWALL 1","ASPINWALL 1"
5,2,3114,"ALLEGHENY","ASPINWALL DIST 2","42003","42003-ASPINWALL 2","ASPINWALL 2"
5,2,3115,"ALLEGHENY","ASPINWALL DIST 3","42003","42003-ASPINWALL 3","ASPINWALL 3"
5,2,3116,"ALLEGHENY","AVALON WARD 1","42003","42003-AVALON 1","AVALON 1"
5,2,3117,"ALLEGHENY","AVALON WARD 2 DIST 1","42003","42003-AVALON 2-1","AVALON 2-1"
5,2,3118,"ALLEGHENY","AVALON WARD 2 DIST 2","42003","42003-AVALON 2-2","AVALON 2-2"
5,2,3119,"ALLEGHENY","AVALON WARD 3 DIST 1","42003","42003-AVALON 3-1","AVALON 3-1"
5,2,3120,"ALLEGHENY","AVALON WARD 3 DIST 2","42003","42003-AVALON 3-2","AVALON 3-2"
5,2,3121,"ALLEGHENY","AVALON WARD 3 DIST 3","42003","42003-AVALON 3-3","AVALON 3-3"
5,2,3122,"ALLEGHENY","BALDWIN BR DIST 1","42003","42003-BALDWIN BORO 01","BALDWIN BORO 01"
5,2,3123,"ALLEGHENY","BALDWIN BR DIST 10","42003","42003-BALDWIN BORO 10","BALDWIN BORO 10"
5,2,3124,"ALLEGHENY","BALDWIN BR DIST 11","42003","42003-BALDWIN BORO 11","BALDWIN BORO 11"
5,2,3125,"ALLEGHENY","BALDWIN BR DIST 12","42003","42003-BALDWIN BORO 12","BALDWIN BORO 12"
5,2,3126,"ALLEGHENY","BALDWIN BR DIST 13","42003","42003-BALDWIN BORO 13","BALDWIN BORO 13"
5,2,3127,"ALLEGHENY","BALDWIN BR DIST 14","42003","42003-BALDWIN BORO 14","BALDWIN BORO 14"
5,2,3128,"ALLEGHENY","BALDWIN BR DIST 15","42003","42003-BALDWIN BORO 15","BALDWIN BORO 15"
5,2,3129,"ALLEGHENY","BALDWIN BR DIST 16","42003","42003-BALDWIN BORO 16","BALDWIN BORO 16"
5,2,3130,"ALLEGHENY","BALDWIN BR DIST 17","42003","42003-BALDWIN BORO 17","BALDWIN BORO 17"
5,2,3131,"ALLEGHENY","BALDWIN BR DIST 18","42003","42003-BALDWIN BORO 18","BALDWIN BORO 18"
5,2,3132,"ALLEGHENY","BALDWIN BR DIST 2","42003","42003-BALDWIN BORO 02","BALDWIN BORO 02"
5,2,3133,"ALLEGHENY","BALDWIN BR DIST 3","42003","42003-BALDWIN BORO 03","BALDWIN BORO 03"
5,2,3134,"ALLEGHENY","BALDWIN BR DIST 4","42003","42003-BALDWIN BORO 04","BALDWIN BORO 04"
5,2,3135,"ALLEGHENY","BALDWIN BR DIST 5","42003","42003-BALDWIN BORO 05","BALDWIN BORO 05"
5,2,3136,"ALLEGHENY","BALDWIN BR DIST 6","42003","42003-BALDWIN BORO 06","BALDWIN BORO 06"
5,2,3137,"ALLEGHENY","BALDWIN BR DIST 7","42003","42003-BALDWIN BORO 07","BALDWIN BORO 07"
5,2,3138,"ALLEGHENY","BALDWIN BR DIST 8","42003","42003-BALDWIN BORO 08","BALDWIN BORO 08"
5,2,3139,"ALLEGHENY","BALDWIN BR DIST 9","42003","42003-BALDWIN BORO 09","BALDWIN BORO 09"
5,2,3140,"ALLEGHENY","BALDWIN TP DIST 1","42003","42003-BALDWIN TWP 1","BALDWIN TWP 1"
5,2,3141,"ALLEGHENY","BALDWIN TP DIST 2","42003","42003-BALDWIN TWP 2","BALDWIN TWP 2"
5,2,3142,"ALLEGHENY","BELL ACRES","42003","42003-BELL ACRES 1","BELL ACRES"
5,2,3143,"ALLEGHENY","BELLEVUE WARD 1 DIST 1","42003","42003-BELLEVUE 1-1","BELLEVUE 1-1"
5,2,3144,"ALLEGHENY","BELLEVUE WARD 1 DIST 2","42003","42003-BELLEVUE 1-2","BELLEVUE 1-2"
5,2,3145,"ALLEGHENY","BELLEVUE WARD 2 DIST 1","42003","42003-BELLEVUE 2-1","BELLEVUE 2-1"
5,2,3146,"ALLEGHENY","BELLEVUE WARD 2 DIST 2","42003","42003-BELLEVUE 2-2","BELLEVUE 2-2"
5,2,3147,"ALLEGHENY","BELLEVUE WARD 3 DIST 1","42003","42003-BELLEVUE 3-1","BELLEVUE 3-1"
5,2,3148,"ALLEGHENY","BELLEVUE WARD 3 DIST 2","42003","42003-BELLEVUE 3-2","BELLEVUE 3-2"
5,2,3149,"ALLEGHENY","BEN AVON DIST 1","42003","42003-BEN AVON 1","BEN AVON 1"
5,2,3150,"ALLEGHENY","BEN AVON DIST 2","42003","42003-BEN AVON 2","BEN AVON 2"
5,2,3151,"ALLEGHENY","BEN AVON HT","42003","42003-BEN AVON HT","BEN AVON HT"
5,2,3152,"ALLEGHENY","BETHEL PARK WARD 1 DIST 1","42003","42003-BETHEL PARK 1-1","BETHEL PARK 1-1"
